date,litecoin,bitcoin,monero,stellar,tether,nem,ethereum,steem,waves,neo,zcash,komodo,nano,iota,eos,cryptocom,bitcoincash,ox,loopring,kybernetwork,cardano,powerledger,cryptonex,nebulastoken,nuls,gifto,biboxtoken,polymathnetwork,truechain,ontology,ren,ravencoin,loomnetwork,educare,mixin,nexo,nkn,vechain,seele,insightchain,bhpcoin,cryptocomcoin,grin,riftoken,oceanprotocol,unussedleo,silverway,ftxtoken,algorand,coinmeet
20171222,264.932,13831.8,346.113,0.216717,1.01795,0.816177,674.86,2.94475,12.5206,55.5705,536.683,11.4424,4.34971,3.44773,7.8412,13.4801,2696.69,0.498971,0.297202,2.14851,0.40715,0.862285,4.11587,,0.92028,,,,,,,,,,,,,,,,,,,,,,,,,
20171223,288.266,14699.2,382.039,0.234179,1.04526,0.927166,719.387,3.15385,14.2727,58.9047,594.615,11.3362,4.51934,3.60992,8.4816,16.7673,3257.08,0.645686,0.3382,2.24666,0.414027,0.962121,4.91106,,1.63746,,,,,,,,,,,,,,,,,,,,,,,,,
20171224,275.98,13925.8,337.06,0.22445,1.02303,1.04402,694.148,3.40372,13.8122,59.6954,532.502,10.5632,4.73224,3.48077,8.14352,18.1545,2903.12,0.62846,0.306396,2.36765,0.390029,0.940336,4.4682,,1.95776,,,,,,,,,,,,,,,,,,,,,,,,,
20171225,273.39,14026.6,360.782,0.228511,1.01113,1.0086,765.834,3.36275,14.2772,66.3243,558.836,10.5219,6.52028,3.50158,9.77267,19.354,2954.69,0.696416,0.315339,2.4125,0.416363,0.974246,4.3934,4.03534,1.79733,,,,,,,,,,,,,,,,,,,,,,,,,
20171226,286.504,16099.8,381.543,0.226018,1.00407,0.98838,773.836,3.43208,14.1975,65.5165,573.984,10.2206,9.04683,3.80397,9.81785,17.2679,3108.89,0.647725,0.302301,2.5226,0.428465,0.945188,4.90093,6.53664,1.71544,,,,,,,,,,,,,,,,,,,,,,,,,
20171227,272.174,15838.5,421.849,0.229224,1.00366,0.944464,762.842,3.26317,13.5827,66.8837,554.073,9.81095,10.6953,3.74179,10.5611,16.953,2889.52,0.669701,0.36206,2.39596,0.414176,0.902262,4.3569,5.65086,2.0846,,,,,,,,,,,,,,,,,,,,,,,,,
20171228,249.93,14606.5,378.904,0.223544,1.00659,0.909741,737.023,2.88568,12.7099,65.4252,507.265,9.02184,11.6228,3.68015,9.56614,15.7216,2566.64,0.646711,0.339134,2.4243,0.407701,0.876637,4.86841,5.08173,2.10224,,,,,,,,,,,,,,,,,,,,,,,,,
20171229,245.502,14656.2,377.366,0.322941,1.00564,1.05587,753.592,3.14636,13.6401,73.9048,571.899,9.88183,13.3782,3.68882,9.44367,16.5341,2779.95,0.684076,0.389439,2.51127,0.529299,0.972021,4.93831,6.02566,2.21028,,,,,,,,,,,,,,,,,,,,,,,,,
20171230,218.963,12952.2,330.804,0.323202,1.02135,0.926883,717.257,2.72643,11.8098,72.4032,486.455,9.14303,12.1379,3.34272,8.56387,14.4937,2392.41,0.688402,0.370531,2.25033,0.639243,0.846537,3.98505,5.47637,2.08088,,,,,,,,,,,,,,,,,,,,,,,,,
20171231,232.096,14156.4,349.026,0.360756,1.01226,1.03405,756.733,3.00945,12.5966,75.9606,505.511,9.90492,21.6578,3.55087,8.76595,15.2757,2533.01,0.895721,0.458587,2.61914,0.719695,1.01034,5.00808,5.6101,2.33936,,,,,,,,,,,,,,,,,,,,,,,,,
20180101,229.033,13657.2,358.99,0.480008,1.00728,1.04137,772.641,4.0055,12.5741,78.8237,577.193,9.72779,29.569,3.9744,8.84318,14.7956,2432.54,0.877714,0.456178,3.06283,0.728657,1.05502,4.58945,5.28568,2.1818,,,,,,,,,,,,,,,,,,,,,,,,,
20180102,255.684,14982.1,383.417,0.564766,1.0049,1.16018,884.444,6.69356,13.3498,90.3258,583.506,10.4268,33.7023,3.99615,9.33471,16.7042,2711,0.896672,0.487843,3.42248,0.782587,1.27901,4.63082,5.5382,2.33534,0.357245,,,,,,,,,,,,,,,,,,,,,,,,
20180103,245.368,15201,412.063,0.896227,1.01344,1.79028,962.72,8.03078,12.9945,105.559,581.889,10.0114,25.0488,4.12684,10.2279,16.4317,2608.69,0.974472,0.56993,3.58866,1.07966,1.74218,4.54226,7.51511,3.56458,0.638763,,,,,,,,,,,,,,,,,,,,,,,,
20180104,241.37,15599.2,403.048,0.72405,1.00253,1.64481,980.922,6.55972,12.5396,99.109,595.19,9.4003,32.6752,4.08231,11.2755,16.1494,2430.18,1.04526,0.656785,3.40897,1.11412,1.58506,5.00956,6.91614,4.52321,0.684848,,,,,,,,,,,,,,,,,,,,,,,,
20180105,249.271,17429.5,384.936,0.662712,0.998634,1.59179,997.72,5.80735,12.057,95.2818,588.855,8.4633,31.396,3.75445,10.8396,16.6048,2584.48,1.11796,1.03124,3.16973,0.999559,1.4047,5.26645,6.72311,5.27276,0.573562,,,,,,,,,,,,,,,,,,,,,,,,
20180106,296.454,17527,452.771,0.709945,1.00899,1.65441,1041.68,6.62794,12.8638,100.862,764.257,9.50498,29.2857,3.94223,12.5797,16.1986,2786.65,1.36485,1.30537,3.98266,1.02715,1.64169,5.68391,9.80459,5.99297,0.684934,,,,,,,,,,,,,,,,,,,,,,,,
20180107,288.451,16477.6,459.331,0.699645,1.00157,1.84272,1153.17,6.40925,12.947,102.429,880.761,11.0568,26.5086,4.07056,12.5219,19.575,2786.88,1.36357,1.1519,5.10239,1.00852,1.80844,5.86225,14.032,7.15971,0.799818,,,,,,,,,,,,,,,,,,,,,,,,
20180108,255.763,15170.1,405.074,0.629323,1.00932,1.65348,1148.53,6.01892,13.6293,102.377,695.492,9.68328,25.7998,3.84585,9.69265,18.1386,2421.47,1.91458,1.45058,4.79967,0.899002,1.57637,5.10123,13.5248,6.95745,0.713217,,,,,,,,,,,,,,,,,,,,,,,,
20180109,247.037,14595.4,413.334,0.585653,1.00599,1.5404,1299.74,5.93502,12.9886,126.939,672.784,9.02658,29.914,3.53717,9.32694,16.7698,2391.56,2.16872,2.122,5.74161,0.814743,1.65563,5.10179,16.2445,7.58911,0.721476,,,,,,,,,,,,,,,,,,,,,,,,
20180110,250.518,14973.3,407.741,0.56693,1.00128,1.44739,1255.82,5.33523,12.7432,122.988,721.402,8.45946,29.9152,3.78389,11.3383,17.1595,2895.38,2.1484,1.71256,5.20226,0.793121,1.52602,5.0987,14.2414,8.22946,0.693412,,,,,,,,,,,,,,,,,,,,,,,,
20180111,229.366,13405.8,355.592,0.558126,1.00171,1.31301,1154.93,4.37274,10.7124,108.295,646.598,7.26464,24.3702,3.36733,11.3549,14.8875,2462.61,1.85208,1.42443,4.19509,0.688412,1.42895,4.68364,12.2588,6.96559,0.731805,,,,,,,,,,,,,,,,,,,,,,,,
20180112,236.856,13980.6,394.783,0.67796,1.00608,1.44464,1273.2,5.4281,11.3408,124.469,700.809,8.34896,24.791,3.69103,13.7458,16.0046,2620.99,2.22032,1.47644,4.63117,0.897508,1.57263,5.84514,12.8951,6.68759,0.908662,,,,,,,,,,,,,,,,,,,,,,,,
20180113,259.193,14360.2,420.054,0.671564,1.00202,1.50936,1396.42,6.28539,11.8286,140.622,701.583,9.16418,23.1863,3.93698,16.2339,18.556,2685.29,2.36748,1.24225,4.49462,0.884124,1.55305,5.88911,12.5063,6.00743,0.836814,,,,,,,,,,,,,,,,,,,,,,,,
20180114,238.675,13772,399.519,0.630856,1.01612,1.39151,1366.77,5.90923,11.0912,170.418,675.756,8.15396,22.0495,3.73553,13.4357,17.5253,2553.32,1.99647,1.34746,4.17705,0.802262,1.39696,5.65385,11.5413,5.78042,0.709971,,,,,,,,,,,,,,,,,,,,,,,,
20180115,232.774,13819.8,414.57,0.599271,1.00662,1.38971,1291.92,5.49456,10.7699,187.405,627.994,7.92196,20.8328,3.48227,12.9445,16.7283,2401.54,1.74704,1.12892,4.64567,0.778587,1.26866,6.25771,10.7358,5.11162,0.603892,,,,,,,,,,,,,,,,,,,,,,,,
20180116,188.331,11490.5,320.037,0.441197,1.03415,1.03381,1053.69,3.93722,8.39082,145.299,513.659,5.71448,14.6818,2.60085,10.2759,11.9567,1772.07,1.56748,0.867617,3.43648,0.626493,0.907884,5.08211,8.10797,3.99336,0.421973,1.51459,,,,,,,,,,,,,,,,,,,,,,,
20180117,186.516,11188.6,319.186,0.477187,1.01453,1.02048,1014.25,4.0476,8.08734,141.37,496.817,5.90457,16.9561,2.71662,10.1943,11.3058,1748.05,1.51982,0.909572,3.19178,0.629102,1.06834,5.24642,8.16677,4.51633,0.478596,1.42564,,,,,,,,,,,,,,,,,,,,,,,
20180118,192.837,11474.9,316.468,0.509523,1.02311,1.07853,1036.28,4.26666,8.59811,142.656,490.083,6.34676,18.043,2.75477,10.5051,11.4645,1756.75,1.64837,0.929125,3.2487,0.659843,1.12292,5.58592,8.9527,5.45027,0.484195,1.60619,,,,,,,,,,,,,,,,,,,,,,,
20180119,192.964,11607.4,364.621,0.506232,1.00454,1.09635,1039.1,4.77471,8.78115,139.495,524.337,6.77446,17.2647,2.69717,11.1845,12.0352,1769.62,1.81494,1.13405,4.01153,0.650498,1.18478,5.39693,8.40804,5.07145,0.520674,1.5727,,,,,,,,,,,,,,,,,,,,,,,
20180120,211.018,12899.2,383.789,0.534677,1.00111,1.20533,1155.15,5.54403,9.60053,149.942,557.599,8.13839,19.6344,3.00491,15.5187,12.9186,2032.12,2.04157,1.41274,4.44107,0.70751,1.28651,6.00087,12.521,5.34055,0.550758,1.57015,,,,,,,,,,,,,,,,,,,,,,,
20180121,190.421,11600.1,345.079,0.464117,0.999861,1.06656,1049.58,4.90222,8.26766,131.095,487.018,6.87144,16.8351,2.76683,13.436,13.2259,1776.64,1.71242,1.08488,3.63404,0.613163,1.07755,5.93541,10.3233,4.5119,0.448657,1.30476,,,,,,,,,,,,,,,,,,,,,,,
20180122,180.008,10931.4,315.898,0.486338,1.00504,0.991465,1003.26,4.39809,8.30188,123.663,446.792,6.23373,14.4916,2.46824,13.6581,11.465,1621.92,1.67643,0.993002,3.45798,0.570458,0.993227,6.18856,9.64594,4.25307,0.431797,1.17034,,,,,,,,,,,,,,,,,,,,,,,
20180123,177.807,10868.4,308.461,0.486185,1.00505,0.942383,986.229,4.30152,8.20344,121.604,442.002,6.23621,14.1196,2.49583,12.9713,11.6005,1621.46,1.58652,1.00789,3.36895,0.56307,1.06378,8.2154,9.45858,4.36286,0.457088,1.23204,,,,,,,,,,,,,,,,,,,,,,,
20180124,179.987,11359.4,317.4,0.567014,0.997484,0.96375,1058.78,6.04906,8.81282,136.409,451.729,6.73968,14.9961,2.43462,13.8341,11.8084,1639.13,1.66073,1.06834,3.36345,0.622208,1.06175,9.44293,10.1674,4.54377,0.446323,1.27702,,,,,,,,,,,,,,,,,,,,,,,
20180125,180.272,11259.4,317.103,0.608253,0.999595,0.9491,1056.03,6.50826,9.06458,138.003,472.973,6.66219,12.8346,2.36521,14.3146,12.4383,1642.12,1.62514,1.07921,3.39979,0.637495,1.04122,8.21103,10.6182,4.51079,0.434579,1.2249,,,,,,,,,,,,,,,,,,,,,,,
20180126,176.734,11171.4,323.685,0.633916,1.00414,0.839974,1055.17,6.2191,8.95609,137.888,456.944,6.55568,17.4696,2.3734,14.3449,11.8586,1603.9,2.03647,1.08714,3.75584,0.623382,1.0131,8.50609,11.3603,4.77131,0.487743,1.19188,,,,,,,,,,,,,,,,,,,,,,,
20180127,180.886,11440.7,321.355,0.613061,0.993325,1.05805,1107.07,6.06873,9.1115,140.203,451.694,6.68884,18.771,2.44933,14.2745,12.97,1628.63,2.08723,1.12706,3.79113,0.616833,1.05186,9.86312,11.7754,4.78194,0.471307,1.2812,,,,,,,,,,,,,,,,,,,,,,,
20180128,193.865,11786.3,332.167,0.634421,0.98879,1.03056,1246.01,6.49493,9.19624,152.156,471.987,7.04614,19.6956,2.52178,15.0205,12.7707,1746.25,1.98022,1.06471,3.93419,0.670286,1.06668,9.74776,12.7233,4.84146,0.463028,1.75426,,,,,,,,,,,,,,,,,,,,,,,
20180129,181.664,11296.4,316.628,0.589283,0.995319,0.935431,1182.36,5.92999,8.71282,168.141,448.615,7.24541,18.5201,2.57639,14.0089,11.9168,1657.14,1.85068,1.03057,3.9381,0.623204,1.01853,9.17588,13.3679,4.46602,0.42198,1.65367,,,,,,,,,,,,,,,,,,,,,,,
20180130,165.276,10106.3,274.016,0.489648,0.986486,0.776491,1071.13,4.74593,7.60905,146.279,383.474,6.03921,16.0493,2.21876,11.5648,10.5231,1470.55,1.59218,0.973292,3.60113,0.531913,0.848631,7.49748,11.5754,4.00499,0.342727,1.40738,,,,,,,,,,,,,,,,,,,,,,,
20180131,163.351,10221.1,272.889,0.539797,0.990274,0.779857,1118.31,5.15088,7.67889,145.758,397.882,5.9248,20.0287,2.30815,12.2046,10.4689,1486.89,1.8491,0.926355,4.10651,0.519315,0.884864,7.51455,11.2614,4.15493,0.334963,1.50076,,,,,,,,,,,,,,,,,,,,,,,
20180201,142.297,9170.54,240.965,0.456455,0.986939,0.618265,1036.79,4.96238,6.66533,126.003,400.743,4.93557,16.4097,1.90684,10.2099,9.98599,1274.35,1.60252,0.820087,3.54348,0.421672,0.75205,7.08172,10.0152,3.59058,0.272941,1.3053,,,,,,,,,,,,,,,,,,,,,,,
20180202,131.379,8830.75,235.63,0.405075,0.990747,0.582652,915.785,4.34451,6.20202,120.126,383.55,4.44018,16.5111,1.80795,9.78534,9.05125,1191.14,1.29637,0.765068,3.41504,0.390534,0.707711,6.49986,9.11384,3.00792,0.279923,1.15505,,,,,,,,,,,,,,,,,,,,,,,
20180203,160.25,9174.91,251.588,0.430056,1.00131,0.628795,964.019,4.52031,6.62582,122.965,388.546,5.00897,16.5759,1.98941,9.83994,9.80523,1272.5,1.39489,0.813644,3.89287,0.438836,0.739088,6.55994,9.53136,3.51452,0.294064,1.16725,,,,,,,,,,,,,,,,,,,,,,,
20180204,148.025,8277.01,221.046,0.377231,1.01013,0.55087,834.682,3.88173,5.74141,107.455,346.912,4.28378,12.8688,1.74411,8.60566,8.50253,1165.38,1.15442,0.680114,3.35142,0.379303,0.627483,5.81072,8.09464,2.85447,0.254809,0.982693,,,,,,,,,,,,,,,,,,,,,,,
20180205,125.33,6955.27,179.487,0.331192,0.996308,0.449672,697.951,3.3043,4.53546,82.3657,303.605,3.27085,8.93355,1.44523,7.05755,6.14252,887.413,0.817119,0.521561,2.57559,0.327371,0.481004,5.18689,6.06892,2.06914,0.192608,0.678103,,,,,,,,,,,,,,,,,,,,,,,
20180206,142.991,7754,212.289,0.370811,1.01009,0.5842,793.122,3.87569,5.05867,105.946,372.385,3.84882,10.8436,1.62318,8.34023,6.73544,974.525,1.01948,0.633736,3.07058,0.369753,0.589116,6.0732,8.03434,2.68499,0.257027,0.741677,,,,,,,,,,,,,,,,,,,,,,,
20180207,138.203,7621.3,207.275,0.342125,1.0014,0.536718,757.068,3.64838,4.97153,102.501,354.347,3.65199,10.1606,1.60022,7.61401,6.35545,957.96,0.993355,0.585247,2.80387,0.340447,0.645029,5.70413,7.17504,2.7148,0.25248,0.699574,,,,,,,,,,,,,,,,,,,,,,,
20180208,149.466,8265.59,247.224,0.363565,1.01891,0.543094,817.807,3.95316,5.57662,112.43,435.914,4.00913,11.2776,1.78345,8.51483,6.98259,1284.56,1.07365,0.635926,3.09564,0.356584,0.682638,6.17608,7.797,3.02668,0.288817,0.84399,,,,,,,,,,,,,,,,,,,,,,,
20180209,163.95,8736.98,260.433,0.401068,1.00211,0.590486,883.865,4.3418,6.04258,117.568,475.721,4.4257,10.0464,1.95811,9.65337,7.92396,1312.11,1.13872,0.705582,3.38983,0.391602,0.751896,6.51507,8.79385,3.0628,0.291683,1.03297,,,,,,,,,,,,,,,,,,,,,,,0.095995
20180210,155.593,8621.9,250.03,0.406856,1.0037,0.590511,860.415,4.49334,5.72398,110.626,483.419,4.31103,9.43897,1.86046,9.10061,7.32111,1257.31,1.09553,0.657022,3.21022,0.405872,0.788239,6.58976,8.42986,2.62958,0.251885,0.86935,,,,,,,,,,,,,,,,,,,,,,,0.094134
20180211,148.99,8129.97,229.485,0.370005,0.999251,0.52864,814.66,3.99036,5.45075,103.399,434.158,3.96151,8.31119,1.70193,8.41451,7.3017,1217.64,0.979054,0.609097,2.79317,0.369769,0.701544,6.30067,7.97172,2.33702,0.366474,0.863759,,,,,,,,,,,,,,,,,,,,,,,0.0876
20180212,161.566,8926.57,247.568,0.395649,1.00009,0.557894,868.707,4.27192,5.72354,113.246,462.24,4.21604,9.7548,1.87086,9.18069,7.81394,1283.91,1.02987,0.661362,2.82892,0.384315,0.755942,6.66595,8.60644,2.44238,0.381826,0.862827,0.830383,,,,,,,,,,,,,,,,,,,,,,0.090167
20180213,159.554,8598.31,234.689,0.410614,1.0011,0.533186,845.258,4.24704,5.60434,111.175,447.132,4.01799,8.90974,1.81462,9.21318,7.49806,1231.98,0.967812,0.631763,2.6386,0.373314,0.733308,6.12433,8.0235,2.34267,0.348167,0.799135,0.801265,,,,,,,,,,,,,,,,,,,,,,0.095609
20180214,213.359,9494.63,276.662,0.453888,1.00077,0.570005,923.561,4.46003,6.42387,122.518,483.792,4.56074,9.03965,2.03197,9.96617,8.59275,1362.27,1.07431,0.68028,2.70115,0.396908,0.804278,6.72853,8.91849,2.63706,0.345771,0.896321,1.01058,,,,,,,,,,,,,,,,,,,,,,0.101394
20180215,225.426,10166.4,303.251,0.453556,1.00541,0.561359,936.976,4.60263,8.07193,123.291,486.749,5.29354,9.39918,2.12576,10.1682,8.9614,1375.81,1.40085,0.685976,2.75508,0.409368,0.822509,7.39524,9.24994,3.13064,0.571336,0.904706,1.00614,,,,,,,,,,,,,,,,,,,,,,0.093842
20180216,230.124,10233.9,296.477,0.455446,1.0021,0.568887,944.21,4.57891,7.90043,128.848,481.52,5.26401,9.63819,2.10395,10.0186,9.21202,1552.2,1.29144,0.70927,2.93488,0.40381,0.859056,7.35195,9.24255,3.11642,0.582318,0.918576,0.996515,,,,,,,,,,,,,,,,,,,,,,0.09633
20180217,229.465,11112.7,325.665,0.479075,1.0037,0.59888,974.115,4.68461,7.84186,136.75,490.84,5.51686,9.45016,2.19649,10.1537,9.80292,1551.39,1.28237,0.768265,2.92018,0.419883,0.854693,7.7426,9.63558,3.57363,0.571914,1.32589,1.18926,,,,,,,,,,,,,,,,,,,,,,0.106708
20180218,215.736,10551.8,300.118,0.450399,1.00519,0.530407,923.921,4.29203,7.53907,127.376,451.022,5.00741,8.64377,1.98179,9.37809,8.71704,1487.46,1.16106,0.67905,2.57826,0.385618,0.763284,7.40783,8.78645,3.09684,0.478284,1.22224,1.39621,,,,,,,,,,,,,,,,,,,,,,0.097369
20180219,223.057,11225.3,316.494,0.452932,1.00061,0.529261,943.865,4.54648,8.10233,137.466,472.973,5.12397,8.59156,2.08502,9.68348,9.26774,1534.77,1.1778,0.723885,2.57622,0.391472,0.782839,7.81301,9.64991,3.30004,0.48643,1.09042,1.58928,,,,,,,,,,,,,,,,,,,,,,0.094528
20180220,232.851,11403.7,304.396,0.402289,1.00061,0.484397,895.371,4.21041,8.02579,128.358,438.566,4.7045,6.99887,1.91218,9.27744,8.15432,1418.73,1.0134,0.642551,2.27453,0.378779,0.713467,7.87714,8.81167,2.70637,0.403945,0.906901,1.33004,,,,,,,,,,,,,,,,,,,,,,0.085544
20180221,213.352,10690.4,322.607,0.396765,1.00097,0.464439,849.971,3.89145,7.27233,120.956,434.801,4.61441,7.81402,1.75687,8.7606,7.40716,1308.46,0.943307,0.602391,2.16387,0.364441,0.656912,7.4418,8.30776,2.58608,0.443808,0.851746,1.26355,,,,,,,,,,,,,,,,,,,,,,0.075986
20180222,195.308,10005,282.76,0.366447,1.00409,0.432245,812.845,3.51415,6.58021,114.083,397.789,4.06989,9.2788,1.62497,8.09236,6.74097,1219.49,0.903932,0.569815,2.06823,0.337871,0.601347,6.90242,7.78078,2.51835,0.385173,0.776241,1.23031,,,,,,,,,,,,,,,,,,,,,,0.069855
20180223,209.309,10301.1,285.708,0.381985,1.00157,0.439576,864.189,3.68503,6.75431,121.647,416.323,4.22506,12.9885,1.75221,8.58217,7.13571,1270.71,0.979024,0.662911,2.13581,0.345258,0.624225,7.01203,8.17759,2.58701,0.389842,0.849927,1.32225,,,,,,,,,,,,,,,,,,,,,,0.073658
20180224,209.422,9813.07,273.79,0.355163,1.00284,0.406426,840.515,3.48727,6.56492,118.574,392.281,4.11347,14.2184,1.77601,8.19444,6.93607,1193.27,0.920412,0.676924,1.98141,0.322966,0.582987,5.06078,7.89518,2.46745,0.397737,0.782643,1.22907,,,,,,,,,,,,,,,,,,,,,,0.073766
20180225,220.475,9664.73,281.023,0.357302,1.00034,0.398644,844.81,3.50748,6.48607,118.464,391.248,3.93778,12.2109,1.81591,7.89541,6.92952,1178.1,0.974205,0.620059,1.9501,0.344033,0.583004,4.99536,7.6002,2.88071,0.389892,0.731302,1.20596,,,,,,,,,,,,,,,,,,,,,,0.073349
20180226,220.962,10366.7,293.608,0.364579,0.999561,0.402877,869.315,3.62498,6.70182,134.173,404.238,4.01651,13.9161,1.86804,8.1305,7.09842,1250.56,1.03241,0.63632,2.01516,0.338335,0.608362,7.5369,8.52019,2.82148,0.401988,0.765793,1.22567,,,,,,,,,,,,,,,,,,,,,,0.072192
20180227,216.599,10725.6,302.541,0.362051,1.00052,0.401762,878.265,3.508,6.58896,142.499,408.966,3.90266,15.4796,1.9739,8.57306,8.40718,1246.66,0.99308,0.615573,2.00948,0.335536,0.602089,7.58203,8.6021,2.87893,0.404683,0.777111,1.10239,,,,,,,,,,,,,,,,,,,,,,0.070733
20180228,202.895,10397.9,285.697,0.333916,0.998903,0.401794,855.199,3.28476,6.28802,133.241,382.033,3.64641,14.2931,1.85653,8.41254,7.43611,1204.16,0.917173,0.551582,1.727,0.312581,0.562876,7.21685,8.16234,2.60249,0.391512,0.747271,1.05808,,,,,,,,,,,,,,,,,,,,,,0.064884
20180301,209.75,10951,314.035,0.339314,1.00042,0.416245,872.2,3.43491,6.6386,129.054,400.279,3.93398,17.0932,1.96963,8.62709,8.37165,1291.92,0.962535,0.544842,1.89144,0.304397,0.580118,7.74099,8.44487,2.7548,0.414605,0.75133,1.0323,,,,,,,,,,,,,,,,,,,,,,0.063212
20180302,212.556,11086.4,344.729,0.320107,0.99973,0.395159,856.853,3.34524,6.67759,124.238,387.844,4.12016,16.1951,1.91623,8.08986,8.5674,1275.18,0.938003,0.530029,1.81646,0.293504,0.559432,7.61819,8.04591,3.16375,0.406322,0.733513,1.00576,,,,,,,,,,,,,,,,,,,,,,0.06511
20180303,210.643,11489.7,352.955,0.350168,1.00087,0.377967,857.225,3.65912,6.9037,122.145,387.667,4.6492,14.9242,1.86367,8.00294,9.49559,1270.38,0.917723,0.523253,1.81939,0.297106,0.604248,7.67458,7.84924,3.54391,0.395922,0.696521,0.9156,,,,,,,,,,,,,,,,,,,,,,0.063541
20180304,213.799,11512.6,368.974,0.36193,0.997612,0.356651,866.678,3.5498,6.86458,119.358,409.291,4.44886,14.914,1.8944,8.17847,9.34204,1289.08,0.921463,0.542048,1.82763,0.300787,0.588827,8.07239,8.058,3.49359,0.390423,0.701135,0.857937,,,,,,,,,,,,,,,,,,,,,,0.064846
20180305,211.175,11573.3,373.247,0.352031,0.998864,0.353482,853.684,3.50506,6.74835,113.023,391.872,4.27614,14.7436,1.87734,8.05161,9.25501,1268.03,0.887579,0.546323,2.02375,0.297622,0.574038,7.74074,7.91994,3.77869,0.364554,0.700122,0.825468,,,,,,,,,,,,,,,,,,,,,,0.062335
20180306,196.601,10779.9,346.398,0.337911,1.0005,0.339163,816.951,3.23968,6.1848,105.114,384.432,3.8987,13.4146,1.69917,7.24853,8.24316,1206.04,0.784441,0.467055,1.75074,0.285357,0.520415,7.07903,7.06541,4.0266,0.333468,0.653196,0.754453,,,,,,,,,,,,,,,,,,,,,,0.054063
20180307,185.839,9965.57,339.148,0.329103,1.00248,0.297047,752.831,2.77157,6.20564,100.443,347.579,3.63077,11.9333,1.53037,6.50744,7.13827,1092.16,0.696557,0.409794,1.51865,0.247281,0.441033,6.74854,6.41721,3.64448,0.288423,0.597179,0.647414,0.708926,,,,,,,,,,,,,,,,,,,,,0.038201
20180308,176.511,9395.01,278.637,0.311938,1.00591,0.341636,704.596,2.64931,5.87169,91.5721,318.388,3.34559,9.90352,1.39706,6.20432,6.52762,1040.21,0.641815,0.439275,1.3786,0.221743,0.432459,6.54652,5.85268,2.94105,0.261254,0.506838,0.644595,0.69872,,,,,,,,,,,,,,,,,,,,,0.036102
20180309,187.168,9337.55,288.09,0.311859,1.00166,0.33807,728.916,2.57188,5.88052,92.6688,310.947,3.37162,11.6512,1.39453,6.1335,6.76519,1067.02,0.645375,0.398628,1.29406,0.222207,0.425232,6.3865,5.90535,3.14772,0.251582,0.526398,0.680266,0.72394,,,,,,,,,,,,,,,,,,,,,0.038601
20180310,177.732,8866,257.044,0.292661,1.00519,0.341924,686.89,2.39586,5.54924,85.5774,288.507,3.28665,10.8646,1.3082,5.80398,6.74915,1005.93,0.635473,0.358236,1.21699,0.209873,0.403786,6.16597,5.77209,3.18946,0.242238,0.519333,0.66345,0.692904,,,,,,,,,,,,,,,,,,,,,0.038736
20180311,188.946,9578.63,282.351,0.304217,1.00384,0.350379,723.339,2.55359,5.89616,91.1877,309.699,3.54244,11.5834,1.38945,6.13886,7.85421,1145.17,0.682246,0.378057,1.30745,0.223498,0.427356,6.60775,6.28115,3.4575,0.272742,0.583867,0.695855,0.733283,,,,,,,,,,,,,,,,,,,,,0.040799
20180312,178.234,9205.12,259.422,0.291765,1.00235,0.390672,699.831,2.43727,5.58341,85.9055,291.686,3.58017,10.7158,1.33856,5.83233,9.21311,1051.28,0.628817,0.346355,1.25806,0.223722,0.426888,6.30694,6.06724,3.37046,0.247183,0.562898,0.691243,0.688611,,,,,,,,,,,,,,,,,,,,,0.046431
20180313,175.782,9194.85,248.068,0.290193,0.999843,0.465787,690.827,2.49702,5.55619,83.3812,284.366,3.4529,10.8522,1.31122,5.86066,8.67696,1064.03,0.595122,0.337128,1.28205,0.223026,0.473864,6.312,6.0774,3.04058,0.245962,0.55498,0.665685,0.693006,,,,,,,,,,,,,,,,,,,,,0.047095
20180314,161.101,8269.81,215.56,0.248689,1.00275,0.399253,614.291,2.22768,4.98098,71.6718,250.685,3.13688,9.10366,1.12471,5.34031,7.15993,949.467,0.51839,0.30867,1.12556,0.199562,0.414058,5.66501,5.50455,2.53635,0.264399,0.492374,0.580036,0.632041,,,,,,,,,,,,,,,,,,,,,0.042863
20180315,164.476,8300.86,213.311,0.240655,1.00128,0.376528,611.304,2.10743,5.21832,69.5747,242.991,3.00468,8.77965,1.09204,5.16871,6.39383,943.636,0.486085,0.30619,1.11932,0.185709,0.390213,5.53682,5.15109,2.55617,0.245737,0.496272,0.577782,0.633373,,,,,,,,,,,,,,,,,,,,,0.042368
20180316,165.45,8338.35,215.703,0.229991,0.998551,0.338381,601.666,2.05278,5.00679,68.248,236.751,2.87119,8.82346,1.10112,5.08647,6.36872,977.035,0.503941,0.313845,1.10963,0.178878,0.377856,5.55303,5.18255,2.51907,0.243034,0.480951,0.556721,0.621849,1.50804,,,,,,,,,,,,,,,,,,,,0.040661
20180317,152.969,7916.88,197.913,0.206731,1.00162,0.281779,552.779,1.81936,4.60821,61.5282,220.483,2.56371,7.83898,1.14274,4.67322,5.98151,949.779,0.444696,0.288317,1.02803,0.154763,0.330443,5.45398,4.81757,2.26641,0.244529,0.501767,0.488025,0.586845,1.28128,0.044423,,,,,,,,,,,,,,,,,,,0.037863
